Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Dolar
2021-08-30 00:00:00-03:00,62.1,62.6,61.56,61.62,13031600.0,0.0,0.0,5.25
2021-08-31 00:00:00-03:00,60.98,61.14,60.17,60.78,20433600.0,0.0,0.0,5.23
2021-09-01 00:00:00-03:00,59.97,61.34,58.96,60.88,20847500.0,0.0,0.0,5.23
2021-09-02 00:00:00-03:00,60.83,61.59,60.3,60.69,24448600.0,0.0,0.0,5.19
2021-09-03 00:00:00-03:00,61.69,62.13,60.67,60.74,38716500.0,0.0,0.0,5.22
2021-09-06 00:00:00-03:00,59.68,60.08,59.23,59.78,11916100.0,0.0,0.0,5.25
2021-09-08 00:00:00-03:00,59.42,59.58,58.33,58.54,22635100.0,0.0,0.0,5.25
2021-09-09 00:00:00-03:00,58.61,58.96,57.38,58.33,28997700.0,0.0,0.0,5.26
2021-09-10 00:00:00-03:00,58.83,59.24,58.39,58.39,18022000.0,0.0,0.0,5.29
2021-09-13 00:00:00-03:00,58.33,58.51,57.86,58.36,18832800.0,0.0,0.0,5.38
2021-09-14 00:00:00-03:00,58.6,58.87,57.32,57.95,25571600.0,0.0,0.0,5.41
2021-09-15 00:00:00-03:00,57.82,58.17,56.5,56.5,35084400.0,0.0,0.0,5.38
2021-09-16 00:00:00-03:00,55.7,55.7,54.15,54.16,39726500.0,0.0,0.0,5.38
2021-09-17 00:00:00-03:00,54.38,54.69,52.4,53.06,74648800.0,0.0,0.0,5.25
2021-09-20 00:00:00-03:00,51.0,51.7,49.98,50.97,49636100.0,0.0,0.0,5.21
2021-09-21 00:00:00-03:00,52.17,52.17,50.82,51.81,32380300.0,0.0,0.0,5.25
2021-09-22 00:00:00-03:00,54.26,55.11,53.28,53.65,62161000.0,0.0,0.0,5.2
2021-09-23 00:00:00-03:00,53.85,54.62,52.77,53.65,47485400.0,8.2,0.0,5.18
2021-09-24 00:00:00-03:00,53.23,53.57,52.35,52.82,26631600.0,0.0,0.0,5.15
2021-09-27 00:00:00-03:00,53.44,53.94,52.01,53.58,38386300.0,0.0,0.0,5.18
2021-09-28 00:00:00-03:00,52.68,52.9,50.69,50.89,35896000.0,0.0,0.0,5.18
2021-09-29 00:00:00-03:00,51.52,52.22,50.89,51.54,39704900.0,0.0,0.0,5.19
2021-09-30 00:00:00-03:00,52.62,53.26,51.49,51.84,39151000.0,0.0,0.0,5.17
2021-10-01 00:00:00-03:00,52.18,52.56,51.45,51.81,23191700.0,0.0,0.0,5.17
2021-10-04 00:00:00-03:00,52.07,52.35,51.29,51.33,25090000.0,0.0,0.0,5.32
2021-10-05 00:00:00-03:00,51.67,51.74,50.96,50.96,21889400.0,0.0,0.0,5.2
2021-10-06 00:00:00-03:00,50.35,52.54,50.26,52.39,27318400.0,0.0,0.0,5.25
2021-10-07 00:00:00-03:00,53.26,54.64,52.83,53.96,33115300.0,0.0,0.0,5.21
2021-10-08 00:00:00-03:00,55.38,55.64,54.11,54.29,37172600.0,0.0,0.0,5.24
2021-10-11 00:00:00-03:00,55.68,56.5,54.89,55.49,28327900.0,0.0,0.0,5.22
2021-10-13 00:00:00-03:00,54.94,54.94,53.83,53.85,32052800.0,0.0,0.0,5.26
2021-10-14 00:00:00-03:00,54.38,54.55,53.8,53.85,24030000.0,0.0,0.0,5.29
2021-10-15 00:00:00-03:00,54.04,55.04,53.92,54.85,26927200.0,0.0,0.0,5.32
2021-10-18 00:00:00-03:00,54.33,54.66,53.36,54.34,20912800.0,0.0,0.0,5.27
2021-10-19 00:00:00-03:00,54.2,54.55,53.58,53.71,20804500.0,0.0,0.0,5.29
2021-10-20 00:00:00-03:00,53.28,53.28,51.86,52.13,27576600.0,0.0,0.0,5.3
2021-10-21 00:00:00-03:00,50.65,51.1,49.6,51.1,37556500.0,0.0,0.0,5.34
2021-10-22 00:00:00-03:00,50.77,52.42,50.75,51.73,35142600.0,0.0,0.0,5.39
2021-10-25 00:00:00-03:00,52.49,52.74,51.92,52.35,17950000.0,0.0,0.0,5.43
2021-10-26 00:00:00-03:00,52.36,52.4,51.72,51.79,16674100.0,0.0,0.0,5.41
2021-10-27 00:00:00-03:00,51.66,52.17,50.62,50.62,20087300.0,0.0,0.0,5.44
2021-10-28 00:00:00-03:00,50.62,50.77,50.01,50.11,22719000.0,0.0,0.0,5.37
2021-10-29 00:00:00-03:00,49.65,49.74,48.29,48.69,30268500.0,0.0,0.0,5.45
2021-11-01 00:00:00-03:00,48.95,49.54,48.37,49.17,19649600.0,0.0,0.0,5.48
